"sub-01",0
"sub-01",0
"sub-01",0
"sub-02",0
"sub-02",0
"sub-02",0
"sub-03",0
"sub-03",0
"sub-03",0
"sub-04",0
"sub-04",0
"sub-04",0
"sub-05",0
"sub-05",0
"sub-05",1
"sub-06",0
"sub-06",0
"sub-06",0
"sub-07",0
"sub-07",0
"sub-07",0
"sub-08",0
"sub-08",0
"sub-08",0
"sub-09",0
"sub-09",0
"sub-09",0
"sub-10",0
"sub-10",0
"sub-10",0
"sub-11",0
"sub-11",0
"sub-11",0
"sub-12",0
"sub-12",0
"sub-12",0
"sub-13",0
"sub-13",0
"sub-13",0
"sub-14",0
"sub-14",0
"sub-14",0
"sub-15",1
"sub-15",0
"sub-15",1
"sub-16",0
"sub-16",0
"sub-16",0
"sub-17",1
"sub-17",0
"sub-17",0
"sub-18",0
"sub-18",0
"sub-18",0
"sub-19",0
"sub-19",0
"sub-19",0
"sub-20",0
"sub-20",0
"sub-20",0
"sub-21",0
"sub-21",0
"sub-21",0
"sub-22",1
"sub-22",0
"sub-22",0
"sub-23",0
"sub-23",0
"sub-23",0
"sub-24",0
"sub-24",0
"sub-24",0
"sub-25",0
"sub-25",0
"sub-25",0
"sub-26",0
"sub-26",0
"sub-26",0
"sub-27",0
"sub-27",0
"sub-27",0
"sub-28",0
"sub-28",0
"sub-28",0
"sub-29",0
"sub-29",0
"sub-29",0
"sub-30",0
"sub-30",0
"sub-30",0
"sub-31",0
"sub-31",0
"sub-31",0
"sub-32",0
"sub-32",0
"sub-33",0
"sub-33",0
"sub-33",0
"sub-34",1
"sub-34",0
"sub-34",0
"sub-35",1
"sub-35",0
"sub-35",0
"sub-36",0
"sub-36",0
"sub-36",0
"sub-37",0
"sub-37",0
"sub-37",0
"sub-38",1
"sub-38",0
"sub-38",0
"sub-39",0
"sub-39",0
"sub-39",0
"sub-40",0
"sub-40",0
"sub-40",0
